329,306
326,304
326,304
326,303
311,240
402,174
495,145
521,150
533,162
533,162
581,161
851,172
908,204
923,231
938,261
960,301
966,335
967,363
1021,372
1032,366
1016,353
1016,324
1001,294
922,244
821,185
754,152
663,123
610,112
590,114
572,127
562,138
562,142
562,142
547,162
544,197
548,211
557,217
585,210
585,210
585,210
585,210
604,220
615,223
618,222
618,222
618,222
618,222
618,222
618,222
618,222
